Country Name,Country Code,Series Name,Series Code,Year,Value,Category,Description
Australia,AUS,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2020,10.45,Environment,CO₂ emissions per capita (metric tons)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1960,88.48,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1961,13.76,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1962,78.25,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1963,45.91,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1964,72.24,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1965,2.69,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1966,24.81,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1967,67.92,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1968,43.07,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1969,85.64,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1970,76.66,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1971,60.76,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1972,77.13,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1973,9.47,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1974,64.87,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1975,72.37,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1976,89.92,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1977,48.88,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1978,47.13,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1979,22.66,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1980,71.9,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1981,76.67,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1982,62.32,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1983,89.87,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1984,58.91,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1985,85.64,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1986,22.94,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1987,10.9,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1988,58.38,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1989,42.73,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1990,1.1,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1991,54.87,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1992,37.07,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1993,24.27,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1994,53.53,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1995,5.7,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1996,36.01,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1997,1.05,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1998,54.85,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,1999,36.56,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2000,58.19,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2001,85.77,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2002,76.23,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2003,27.47,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2004,53.88,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2005,60.88,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2006,94.53,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2007,16.12,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2008,67.23,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2009,87.82,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2010,82.7,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2011,69,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2012,28.77,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2013,10.4,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2014,30.53,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2015,13.67,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2016,3.58,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2017,17.92,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2018,37.62,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2019,39.82,Environment,Share of energy from renewable sources (%)
Australia,AUS,Renewable energy (% of total energy),EG_REN_PCT,2020,17.46,Environment,Share of energy from renewable sources (%)
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1960,42.4,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1961,94.67,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1962,91.29,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1963,70.73,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1964,67.47,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1965,91.07,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1966,36.07,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1967,98.91,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1968,51.29,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1969,42.54,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1970,89.8,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1971,90.86,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1972,68.44,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1973,90.23,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1974,76.18,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1975,29.92,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1976,56.61,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1977,63.25,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1978,41.22,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1979,25.17,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1980,82.28,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1981,21.75,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1982,40.86,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1983,38.66,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1984,82.62,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1985,96.08,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1986,50.77,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1987,57.65,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1988,48.61,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1989,65.31,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1990,93.13,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1991,64.79,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1992,70.87,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1993,88.58,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1994,58.33,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1995,88.01,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1996,88.91,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1997,38.01,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1998,52.75,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,1999,43.88,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2000,33.67,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2001,69.07,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2002,61.54,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2003,23.77,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2004,72.33,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2005,84.09,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2006,71.44,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2007,53.76,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2008,91.86,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2009,78.58,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2010,67.34,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2011,55.97,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2012,35.77,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2013,63.14,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2014,75.31,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2015,54.99,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2016,80.55,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2017,25.98,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2018,29.26,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2019,56.65,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Access to safe water (% population),EN_WAT_SAFE,2020,74.67,Environment,Percentage of population with access to safe drinking water
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1960,69.12,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1961,78.9,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1962,60.06,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1963,68.49,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1964,106.84,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1965,97.79,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1966,77.47,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1967,102.12,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1968,81.21,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1969,103.96,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1970,60.7,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1971,97.13,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1972,94.72,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1973,99.55,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1974,81.79,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1975,105.7,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1976,86.21,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1977,97.51,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1978,76.36,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1979,103.69,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1980,97.61,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1981,60.24,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1982,77.65,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1983,78.48,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1984,86.99,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1985,85.94,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1986,99.05,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1987,98.93,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1988,99.92,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1989,92.76,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1990,61.52,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1991,78.62,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1992,72.55,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1993,77.83,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1994,76.5,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1995,80.18,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1996,102.95,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1997,100.04,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1998,99.27,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1999,71.85,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2000,101.98,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2001,79.28,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2002,88.87,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2003,70.09,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2004,65.6,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2005,107.86,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2006,93.23,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2007,78.87,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2008,81.59,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2009,89.28,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2010,78.87,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2011,101.03,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2012,98.65,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2013,88.18,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2014,85.74,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2015,81.94,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2016,91.4,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2017,109.41,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2018,93.96,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2019,88.47,Social,Gross primary school enrollment rate (%)
Australia,AUS,Primary school enrollment (% gross),SE_ENRL_PRIMARY,2020,62.31,Social,Gross primary school enrollment rate (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1960,37.82,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1961,32.8,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1962,91.13,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1963,62.08,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1964,81.85,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1965,47.22,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1966,86.64,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1967,58.7,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1968,93.22,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1969,98.21,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1970,95.8,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1971,49.46,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1972,48.54,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1973,83.14,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1974,70.9,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1975,58.75,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1976,76.05,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1977,44.82,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1978,32.3,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1979,48.72,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1980,94.34,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1981,96.95,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1982,82.14,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1983,60.62,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1984,89.6,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1985,62.98,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1986,65.51,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1987,58.59,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1988,99.56,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1989,42.39,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1990,89.1,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1991,93.12,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1992,91.05,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1993,76.82,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1994,47.52,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1995,37.29,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1996,98.65,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1997,83.81,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1998,71.99,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,1999,55.75,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2000,69.91,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2001,44.04,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2002,32.4,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2003,31.82,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2004,78.22,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2005,72.55,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2006,33.98,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2007,61.57,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2008,63.01,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2009,70.63,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2010,41.98,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2011,82.69,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2012,71.43,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2013,80.89,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2014,67.55,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2015,88.6,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2016,77.88,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2017,51.84,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2018,59.43,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2019,76.81,Social,Female participation in labor force (%)
Australia,AUS,Female labor force participation (%),SL_TLF_FEM,2020,32.57,Social,Female participation in labor force (%)
Australia,AUS,Life expectancy at birth (years),SP_DYN_LE00,1960,70.81,Social,Average life expectancy at birth (years)
